0,1
Datasets\IAM_Words\words\a02\a02-008\a02-008-02-09.png,Canada
Datasets\IAM_Words\words\e07\e07-061\e07-061-05-06.png,brown
Datasets\IAM_Words\words\d06\d06-111\d06-111-05-01.png,you
Datasets\IAM_Words\words\a04\a04-089\a04-089-03-00.png,growing
Datasets\IAM_Words\words\c03\c03-016e\c03-016e-01-07.png,young
Datasets\IAM_Words\words\e02\e02-094\e02-094-00-05.png,power
Datasets\IAM_Words\words\c03\c03-087c\c03-087c-03-07.png,","
Datasets\IAM_Words\words\a02\a02-116\a02-116-04-03.png,Russell
Datasets\IAM_Words\words\e07\e07-061\e07-061-00-00.png,Meanwhile
Datasets\IAM_Words\words\e01\e01-025\e01-025-07-06.png,the
Datasets\IAM_Words\words\a05\a05-094\a05-094-00-00.png,The
Datasets\IAM_Words\words\b06\b06-049\b06-049-07-08.png,members
Datasets\IAM_Words\words\c06\c06-058\c06-058-06-07.png,whom
Datasets\IAM_Words\words\c03\c03-003d\c03-003d-03-04.png,marriage
Datasets\IAM_Words\words\b06\b06-082\b06-082-05-02.png,talk
Datasets\IAM_Words\words\a02\a02-000\a02-000-00-07.png,brains
Datasets\IAM_Words\words\b06\b06-075\b06-075-02-04.png,movement
Datasets\IAM_Words\words\c04\c04-004\c04-004-01-00.png,old
Datasets\IAM_Words\words\e06\e06-021\e06-021-07-02.png,Being
Datasets\IAM_Words\words\a03\a03-050\a03-050-05-07.png,has
Datasets\IAM_Words\words\c06\c06-083\c06-083-04-08.png,of
Datasets\IAM_Words\words\c04\c04-139\c04-139-06-03.png,Nyasaland
Datasets\IAM_Words\words\b02\b02-097\b02-097-06-06.png,people
Datasets\IAM_Words\words\a04\a04-006\a04-006-03-07.png,","
Datasets\IAM_Words\words\b03\b03-025\b03-025-05-06.png,in
Datasets\IAM_Words\words\d07\d07-096\d07-096-00-04.png,that
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-05-00.png,not
Datasets\IAM_Words\words\a04\a04-047\a04-047-07-08.png,on
Datasets\IAM_Words\words\a05\a05-044\a05-044-08-02.png,were
Datasets\IAM_Words\words\c02\c02-017\c02-017-09-01.png,miracle
Datasets\IAM_Words\words\a01\a01-058u\a01-058u-06-01.png,try
Datasets\IAM_Words\words\a02\a02-111\a02-111-02-05.png,transmitted
Datasets\IAM_Words\words\e01\e01-059\e01-059-02-05.png,a
Datasets\IAM_Words\words\b01\b01-084\b01-084-07-08.png,.
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-02-04.png,one
Datasets\IAM_Words\words\b01\b01-049\b01-049-00-02.png,have
Datasets\IAM_Words\words\e01\e01-055\e01-055-08-00.png,trends
Datasets\IAM_Words\words\b05\b05-017\b05-017-03-13.png,.
Datasets\IAM_Words\words\a02\a02-111\a02-111-02-03.png,will
Datasets\IAM_Words\words\a03\a03-009\a03-009-02-00.png,in
Datasets\IAM_Words\words\d04\d04-047\d04-047-03-06.png,ben
Datasets\IAM_Words\words\d06\d06-072\d06-072-07-06.png,It
Datasets\IAM_Words\words\e02\e02-094\e02-094-04-02.png,to
Datasets\IAM_Words\words\e07\e07-061\e07-061-05-09.png,.
Datasets\IAM_Words\words\b03\b03-092\b03-092-02-10.png,run
Datasets\IAM_Words\words\b03\b03-114\b03-114-01-07.png,long
Datasets\IAM_Words\words\c03\c03-096c\c03-096c-04-03.png,One
Datasets\IAM_Words\words\d01\d01-049\d01-049-06-01.png,and
Datasets\IAM_Words\words\d06\d06-041\d06-041-01-04.png,body
Datasets\IAM_Words\words\c02\c02-017\c02-017-03-00.png,table
Datasets\IAM_Words\words\b06\b06-110\b06-110-01-04.png,Countless
Datasets\IAM_Words\words\a03\a03-023\a03-023-03-02.png,pro-communists
Datasets\IAM_Words\words\a06\a06-095\a06-095-05-02.png,.
Datasets\IAM_Words\words\b05\b05-017\b05-017-01-00.png,took
Datasets\IAM_Words\words\b06\b06-093\b06-093-06-04.png,the
Datasets\IAM_Words\words\a04\a04-054\a04-054-06-01.png,oppose
Datasets\IAM_Words\words\d01\d01-104\d01-104-02-02.png,Pliny
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-04-04.png,a
Datasets\IAM_Words\words\c02\c02-030\c02-030-08-02.png,of
Datasets\IAM_Words\words\c01\c01-066\c01-066-02-00.png,mischief
Datasets\IAM_Words\words\c03\c03-000b\c03-000b-05-09.png,control
Datasets\IAM_Words\words\b01\b01-136\b01-136-07-00.png,about
Datasets\IAM_Words\words\a02\a02-027\a02-027-06-00.png,having
Datasets\IAM_Words\words\d05\d05-013\d05-013-08-00.png,added
Datasets\IAM_Words\words\e06\e06-026\e06-026-07-02.png,by
Datasets\IAM_Words\words\a03\a03-034\a03-034-00-00.png,Members
Datasets\IAM_Words\words\b01\b01-079\b01-079-01-01.png,and
Datasets\IAM_Words\words\b04\b04-181\b04-181-00-02.png,no
Datasets\IAM_Words\words\c06\c06-138\c06-138-09-03.png,that
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-00-04.png,a
Datasets\IAM_Words\words\b04\b04-060\b04-060-02-10.png,feelings
Datasets\IAM_Words\words\a03\a03-023\a03-023-04-04.png,and
Datasets\IAM_Words\words\c04\c04-116\c04-116-03-05.png,""""
Datasets\IAM_Words\words\a06\a06-070\a06-070-01-05.png,said
Datasets\IAM_Words\words\a01\a01-007u\a01-007u-07-02.png,to
Datasets\IAM_Words\words\e01\e01-107\e01-107-00-03.png,hook
Datasets\IAM_Words\words\a06\a06-044\a06-044-04-07.png,outburst
Datasets\IAM_Words\words\d04\d04-047\d04-047-07-01.png,work
Datasets\IAM_Words\words\a05\a05-116\a05-116-02-02.png,Mr.
Datasets\IAM_Words\words\e04\e04-086\e04-086-00-01.png,chine
Datasets\IAM_Words\words\a01\a01-049\a01-049-08-07.png,letter
Datasets\IAM_Words\words\a01\a01-087\a01-087-01-02.png,on
Datasets\IAM_Words\words\d06\d06-050\d06-050-06-03.png,do
Datasets\IAM_Words\words\e07\e07-003\e07-003-04-06.png,dangers
Datasets\IAM_Words\words\e04\e04-019\e04-019-05-00.png,with
Datasets\IAM_Words\words\d06\d06-072\d06-072-08-07.png,up
Datasets\IAM_Words\words\e02\e02-074\e02-074-06-07.png,most
Datasets\IAM_Words\words\a01\a01-049u\a01-049u-06-05.png,","
Datasets\IAM_Words\words\a01\a01-102u\a01-102u-07-04.png,real
Datasets\IAM_Words\words\d06\d06-072\d06-072-05-02.png,double
Datasets\IAM_Words\words\d04\d04-005\d04-005-06-04.png,only
Datasets\IAM_Words\words\b04\b04-040\b04-040-02-06.png,even
Datasets\IAM_Words\words\b04\b04-116\b04-116-03-08.png,should
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-08-02.png,characters
Datasets\IAM_Words\words\d04\d04-086\d04-086-00-07.png,inside
Datasets\IAM_Words\words\c03\c03-087d\c03-087d-02-04.png,melodramatic
Datasets\IAM_Words\words\c06\c06-043\c06-043-08-05.png,beaks
Datasets\IAM_Words\words\a04\a04-085\a04-085-06-03.png,a
Datasets\IAM_Words\words\a01\a01-007\a01-007-04-06.png,number
Datasets\IAM_Words\words\b06\b06-079\b06-079-02-04.png,in
Datasets\IAM_Words\words\a03\a03-006\a03-006-02-01.png,Minister
Datasets\IAM_Words\words\a03\a03-017\a03-017-07-02.png,pro-communist
Datasets\IAM_Words\words\a04\a04-035\a04-035-04-00.png,Dr.
Datasets\IAM_Words\words\d01\d01-056\d01-056-00-04.png,for
Datasets\IAM_Words\words\c03\c03-084f\c03-084f-05-01.png,television
Datasets\IAM_Words\words\c06\c06-005\c06-005-07-02.png,with
Datasets\IAM_Words\words\c03\c03-094f\c03-094f-05-01.png,","
Datasets\IAM_Words\words\e01\e01-119\e01-119-02-02.png,through
Datasets\IAM_Words\words\a02\a02-111\a02-111-00-05.png,remain
Datasets\IAM_Words\words\a06\a06-020\a06-020-03-16.png,","
Datasets\IAM_Words\words\b06\b06-004\b06-004-05-02.png,At
Datasets\IAM_Words\words\a02\a02-004\a02-004-05-06.png,Heath
Datasets\IAM_Words\words\e04\e04-030\e04-030-03-08.png,stout
Datasets\IAM_Words\words\a04\a04-027\a04-027-02-07.png,Buckingham
Datasets\IAM_Words\words\e06\e06-053\e06-053-00-05.png,are
Datasets\IAM_Words\words\b06\b06-045\b06-045-01-01.png,the
Datasets\IAM_Words\words\b04\b04-187\b04-187-07-03.png,a
Datasets\IAM_Words\words\b01\b01-073\b01-073-03-04.png,400
Datasets\IAM_Words\words\d06\d06-060\d06-060-03-01.png,is
Datasets\IAM_Words\words\b04\b04-187\b04-187-03-08.png,.
Datasets\IAM_Words\words\a05\a05-004\a05-004-06-00.png,command
Datasets\IAM_Words\words\d04\d04-005\d04-005-03-06.png,his
Datasets\IAM_Words\words\a04\a04-099\a04-099-04-06.png,questionable
Datasets\IAM_Words\words\d04\d04-062\d04-062-02-12.png,lay
Datasets\IAM_Words\words\b03\b03-087\b03-087-05-00.png,next
Datasets\IAM_Words\words\b01\b01-113\b01-113-05-00.png,who
Datasets\IAM_Words\words\b04\b04-175\b04-175-07-06.png,not
Datasets\IAM_Words\words\e06\e06-000\e06-000-05-05.png,in
Datasets\IAM_Words\words\a04\a04-031\a04-031-05-01.png,up
Datasets\IAM_Words\words\a01\a01-043\a01-043-04-03.png,the
Datasets\IAM_Words\words\a03\a03-080\a03-080-08-06.png,any
Datasets\IAM_Words\words\d04\d04-117\d04-117-06-06.png,thirsty
Datasets\IAM_Words\words\b04\b04-154\b04-154-02-09.png,calls
Datasets\IAM_Words\words\a02\a02-120\a02-120-05-01.png,was
Datasets\IAM_Words\words\d06\d06-096\d06-096-01-03.png,the
Datasets\IAM_Words\words\d06\d06-003\d06-003-02-04.png,groundless
Datasets\IAM_Words\words\a06\a06-070\a06-070-00-07.png,the
Datasets\IAM_Words\words\a06\a06-044\a06-044-01-03.png,""""
Datasets\IAM_Words\words\c06\c06-043\c06-043-02-01.png,with
Datasets\IAM_Words\words\e07\e07-012\e07-012-00-03.png,it
Datasets\IAM_Words\words\a03\a03-066\a03-066-00-04.png,will
Datasets\IAM_Words\words\a01\a01-113\a01-113-00-01.png,told
Datasets\IAM_Words\words\b06\b06-097\b06-097-00-06.png,not
Datasets\IAM_Words\words\e06\e06-006\e06-006-08-06.png,along
Datasets\IAM_Words\words\e01\e01-113\e01-113-06-02.png,Bring
Datasets\IAM_Words\words\a04\a04-047\a04-047-00-03.png,congress
Datasets\IAM_Words\words\a04\a04-050\a04-050-02-02.png,But
Datasets\IAM_Words\words\a01\a01-063x\a01-063x-04-01.png,Foreign
Datasets\IAM_Words\words\b04\b04-162\b04-162-04-04.png,","
Datasets\IAM_Words\words\c03\c03-016a\c03-016a-03-03.png,promiscuous
Datasets\IAM_Words\words\b06\b06-032\b06-032-01-05.png,big
Datasets\IAM_Words\words\a06\a06-147\a06-147-03-08.png,a
Datasets\IAM_Words\words\b04\b04-004\b04-004-02-01.png,in
Datasets\IAM_Words\words\a06\a06-064\a06-064-05-04.png,were
Datasets\IAM_Words\words\a04\a04-027\a04-027-01-05.png,Vienna
Datasets\IAM_Words\words\c06\c06-052\c06-052-03-04.png,be
Datasets\IAM_Words\words\d04\d04-021\d04-021-05-00.png,refused
Datasets\IAM_Words\words\a06\a06-064\a06-064-07-00.png,evidence
Datasets\IAM_Words\words\a02\a02-012\a02-012-01-00.png,negotiators
Datasets\IAM_Words\words\b05\b05-079\b05-079-03-04.png,all
Datasets\IAM_Words\words\a04\a04-069\a04-069-04-04.png,should
Datasets\IAM_Words\words\a01\a01-091\a01-091-02-05.png,to
Datasets\IAM_Words\words\a06\a06-134\a06-134-01-08.png,They
Datasets\IAM_Words\words\b04\b04-169\b04-169-01-01.png,.
Datasets\IAM_Words\words\a05\a05-025\a05-025-07-00.png,in
Datasets\IAM_Words\words\b06\b06-093\b06-093-04-00.png,role
Datasets\IAM_Words\words\a03\a03-059\a03-059-02-01.png,and
Datasets\IAM_Words\words\a04\a04-092\a04-092-01-05.png,carry
Datasets\IAM_Words\words\b05\b05-079\b05-079-06-03.png,for
Datasets\IAM_Words\words\a03\a03-066\a03-066-06-05.png,no
Datasets\IAM_Words\words\a01\a01-132x\a01-132x-01-00.png,being
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-04-02.png,it
Datasets\IAM_Words\words\a03\a03-006\a03-006-01-07.png,of
Datasets\IAM_Words\words\c03\c03-084b\c03-084b-03-01.png,.
Datasets\IAM_Words\words\b04\b04-169\b04-169-02-08.png,all
Datasets\IAM_Words\words\c02\c02-003\c02-003-08-02.png,film
Datasets\IAM_Words\words\a01\a01-020u\a01-020u-07-05.png,will
Datasets\IAM_Words\words\a06\a06-070\a06-070-06-10.png,a
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-04-05.png,Committee
Datasets\IAM_Words\words\a06\a06-157\a06-157-03-10.png,used
Datasets\IAM_Words\words\a02\a02-046\a02-046-07-00.png,two
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-04-01.png,him
Datasets\IAM_Words\words\d03\d03-117\d03-117-02-00.png,supply
Datasets\IAM_Words\words\c03\c03-000f\c03-000f-00-02.png,version
Datasets\IAM_Words\words\d04\d04-062\d04-062-01-03.png,with
Datasets\IAM_Words\words\e04\e04-062\e04-062-07-07.png,sale
Datasets\IAM_Words\words\e06\e06-003\e06-003-10-05.png,northern
Datasets\IAM_Words\words\d06\d06-096\d06-096-03-05.png,inevitable
Datasets\IAM_Words\words\d03\d03-117\d03-117-01-01.png,to
Datasets\IAM_Words\words\b06\b06-000\b06-000-02-06.png,von
Datasets\IAM_Words\words\b06\b06-071\b06-071-06-06.png,by
Datasets\IAM_Words\words\c03\c03-021d\c03-021d-06-06.png,shares
Datasets\IAM_Words\words\b06\b06-012\b06-012-03-08.png,in
Datasets\IAM_Words\words\c04\c04-116\c04-116-02-01.png,","
Datasets\IAM_Words\words\a02\a02-020\a02-020-01-02.png,Paris
Datasets\IAM_Words\words\e06\e06-041\e06-041-02-02.png,it
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-00-06.png,","
Datasets\IAM_Words\words\a03\a03-059\a03-059-04-04.png,main
Datasets\IAM_Words\words\a04\a04-043\a04-043-05-03.png,to
Datasets\IAM_Words\words\c03\c03-007a\c03-007a-04-00.png,public
Datasets\IAM_Words\words\b06\b06-075\b06-075-04-03.png,unto
Datasets\IAM_Words\words\a01\a01-122u\a01-122u-03-00.png,Brown
Datasets\IAM_Words\words\c03\c03-094c\c03-094c-01-09.png,palely
Datasets\IAM_Words\words\a01\a01-113\a01-113-02-01.png,provide
Datasets\IAM_Words\words\d04\d04-075\d04-075-08-08.png,am
Datasets\IAM_Words\words\d04\d04-071\d04-071-01-03.png,the
Datasets\IAM_Words\words\e01\e01-059\e01-059-05-01.png,-
Datasets\IAM_Words\words\b03\b03-104\b03-104-06-04.png,people
Datasets\IAM_Words\words\c03\c03-007c\c03-007c-06-00.png,churchyard
Datasets\IAM_Words\words\e01\e01-025\e01-025-02-04.png,the
Datasets\IAM_Words\words\a02\a02-037\a02-037-08-07.png,likely
Datasets\IAM_Words\words\b01\b01-084\b01-084-06-00.png,simply
Datasets\IAM_Words\words\b06\b06-023\b06-023-00-06.png,over
Datasets\IAM_Words\words\c02\c02-078\c02-078-06-03.png,","
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-07-01.png,report
Datasets\IAM_Words\words\c04\c04-075\c04-075-01-03.png,were
Datasets\IAM_Words\words\b05\b05-083\b05-083-04-06.png,people
Datasets\IAM_Words\words\d06\d06-030\d06-030-04-06.png,child-like
Datasets\IAM_Words\words\b06\b06-100\b06-100-06-02.png,unskilled
Datasets\IAM_Words\words\b06\b06-032\b06-032-00-02.png,has
Datasets\IAM_Words\words\a02\a02-086\a02-086-00-00.png,""""
Datasets\IAM_Words\words\c04\c04-028\c04-028-00-07.png,are
Datasets\IAM_Words\words\c02\c02-078\c02-078-03-00.png,that
Datasets\IAM_Words\words\e01\e01-029\e01-029-03-02.png,striking
Datasets\IAM_Words\words\e01\e01-092\e01-092-01-04.png,which
Datasets\IAM_Words\words\a04\a04-019\a04-019-01-07.png,an
Datasets\IAM_Words\words\e02\e02-086\e02-086-04-05.png,as
Datasets\IAM_Words\words\b01\b01-079\b01-079-08-02.png,to
Datasets\IAM_Words\words\c06\c06-128\c06-128-07-07.png,father
Datasets\IAM_Words\words\c03\c03-021a\c03-021a-04-00.png,as
Datasets\IAM_Words\words\b01\b01-132\b01-132-02-04.png,to
Datasets\IAM_Words\words\d04\d04-081\d04-081-03-01.png,Berochoth
Datasets\IAM_Words\words\a05\a05-004\a05-004-01-04.png,Navy
Datasets\IAM_Words\words\a05\a05-113\a05-113-07-05.png,in
Datasets\IAM_Words\words\c03\c03-016d\c03-016d-04-01.png,she
Datasets\IAM_Words\words\b04\b04-054\b04-054-03-07.png,They
Datasets\IAM_Words\words\b01\b01-118\b01-118-03-05.png,same
Datasets\IAM_Words\words\a06\a06-114\a06-114-07-06.png,Holiday
Datasets\IAM_Words\words\b04\b04-047\b04-047-01-06.png,ruler
Datasets\IAM_Words\words\a01\a01-058u\a01-058u-05-04.png,his
Datasets\IAM_Words\words\a05\a05-108\a05-108-06-05.png,mild
Datasets\IAM_Words\words\e01\e01-022\e01-022-05-04.png,","
Datasets\IAM_Words\words\b06\b06-015\b06-015-01-01.png,","
Datasets\IAM_Words\words\d01\d01-056\d01-056-06-03.png,are
Datasets\IAM_Words\words\b05\b05-032\b05-032-10-02.png,Luddite
Datasets\IAM_Words\words\c03\c03-094a\c03-094a-03-04.png,comically
Datasets\IAM_Words\words\c02\c02-007\c02-007-06-08.png,the
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-00-02.png,may
Datasets\IAM_Words\words\c06\c06-091\c06-091-02-10.png,home
Datasets\IAM_Words\words\c03\c03-021a\c03-021a-03-01.png,maternal
Datasets\IAM_Words\words\e07\e07-007\e07-007-05-05.png,all
Datasets\IAM_Words\words\c06\c06-116\c06-116-07-04.png,Cry
Datasets\IAM_Words\words\d05\d05-025\d05-025-02-05.png,work
Datasets\IAM_Words\words\b01\b01-113\b01-113-04-03.png,A
Datasets\IAM_Words\words\b03\b03-104\b03-104-06-05.png,having
Datasets\IAM_Words\words\c02\c02-059\c02-059-05-00.png,and
Datasets\IAM_Words\words\d01\d01-123\d01-123-05-07.png,","
Datasets\IAM_Words\words\d04\d04-032\d04-032-08-01.png,important
Datasets\IAM_Words\words\a01\a01-077\a01-077-03-05.png,con-
Datasets\IAM_Words\words\d06\d06-104\d06-104-05-07.png,.
Datasets\IAM_Words\words\b06\b06-071\b06-071-07-05.png,on
Datasets\IAM_Words\words\b04\b04-004\b04-004-09-06.png,crash
Datasets\IAM_Words\words\b01\b01-004\b01-004-05-00.png,do
Datasets\IAM_Words\words\b06\b06-064\b06-064-07-02.png,strong
Datasets\IAM_Words\words\a06\a06-020\a06-020-01-06.png,for
Datasets\IAM_Words\words\a02\a02-000\a02-000-03-05.png,the
Datasets\IAM_Words\words\d04\d04-086\d04-086-06-01.png,.
Datasets\IAM_Words\words\c03\c03-087d\c03-087d-00-01.png,went
Datasets\IAM_Words\words\a02\a02-102\a02-102-04-06.png,him
Datasets\IAM_Words\words\b03\b03-087\b03-087-03-04.png,offing
Datasets\IAM_Words\words\a04\a04-035\a04-035-01-00.png,meeting
Datasets\IAM_Words\words\a01\a01-102u\a01-102u-02-02.png,the
Datasets\IAM_Words\words\a02\a02-111\a02-111-03-06.png,","
Datasets\IAM_Words\words\b06\b06-042\b06-042-07-05.png,stands
Datasets\IAM_Words\words\c03\c03-021e\c03-021e-09-03.png,while
Datasets\IAM_Words\words\a04\a04-096\a04-096-02-03.png,time
Datasets\IAM_Words\words\a04\a04-089\a04-089-09-02.png,and
Datasets\IAM_Words\words\b05\b05-055\b05-055-02-12.png,for
Datasets\IAM_Words\words\c06\c06-106\c06-106-03-08.png,","
Datasets\IAM_Words\words\b06\b06-036\b06-036-01-02.png,must
Datasets\IAM_Words\words\a04\a04-072\a04-072-05-04.png,a
Datasets\IAM_Words\words\b06\b06-064\b06-064-09-02.png,","
Datasets\IAM_Words\words\b05\b05-074\b05-074-06-02.png,which
Datasets\IAM_Words\words\e02\e02-082\e02-082-03-04.png,can
Datasets\IAM_Words\words\c06\c06-027\c06-027-06-08.png,","
Datasets\IAM_Words\words\d04\d04-117\d04-117-06-04.png,who
Datasets\IAM_Words\words\d06\d06-104\d06-104-08-00.png,knowing
Datasets\IAM_Words\words\a01\a01-014\a01-014-08-06.png,talks
Datasets\IAM_Words\words\c03\c03-021d\c03-021d-05-08.png,in
Datasets\IAM_Words\words\b02\b02-035\b02-035-07-01.png,Northern
Datasets\IAM_Words\words\e01\e01-107\e01-107-01-08.png,results
Datasets\IAM_Words\words\e04\e04-019\e04-019-07-00.png,B
Datasets\IAM_Words\words\a02\a02-120\a02-120-02-03.png,rally
Datasets\IAM_Words\words\a01\a01-043x\a01-043x-03-01.png,has
Datasets\IAM_Words\words\c04\c04-170\c04-170-00-04.png,Sillitoe
Datasets\IAM_Words\words\c02\c02-049\c02-049-00-00.png,Strangely
Datasets\IAM_Words\words\c03\c03-021a\c03-021a-09-08.png,.
Datasets\IAM_Words\words\c04\c04-023\c04-023-03-00.png,Despite
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-06-00.png,makes
Datasets\IAM_Words\words\c03\c03-094f\c03-094f-01-05.png,Allen
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-04-07.png,to
Datasets\IAM_Words\words\d04\d04-058\d04-058-00-00.png,And
Datasets\IAM_Words\words\e06\e06-037\e06-037-04-05.png,swimming
Datasets\IAM_Words\words\a01\a01-003\a01-003-07-01.png,the
Datasets\IAM_Words\words\a04\a04-023\a04-023-00-08.png,followed
Datasets\IAM_Words\words\b01\b01-023\b01-023-04-04.png,excluding
Datasets\IAM_Words\words\c02\c02-000\c02-000-00-04.png,intermittent
Datasets\IAM_Words\words\d07\d07-093\d07-093-00-02.png,and
Datasets\IAM_Words\words\d06\d06-063\d06-063-00-07.png,born
Datasets\IAM_Words\words\b05\b05-074\b05-074-07-06.png,in
Datasets\IAM_Words\words\b01\b01-009\b01-009-05-09.png,view
Datasets\IAM_Words\words\a01\a01-077u\a01-077u-02-01.png,Egginton
Datasets\IAM_Words\words\d06\d06-111\d06-111-03-07.png,they
Datasets\IAM_Words\words\b01\b01-118\b01-118-02-05.png,of
Datasets\IAM_Words\words\c03\c03-021b\c03-021b-00-06.png,befriended
Datasets\IAM_Words\words\b01\b01-089\b01-089-08-04.png,by
Datasets\IAM_Words\words\a01\a01-014\a01-014-03-02.png,want
Datasets\IAM_Words\words\b01\b01-057\b01-057-08-09.png,in
Datasets\IAM_Words\words\a05\a05-048\a05-048-10-05.png,on
Datasets\IAM_Words\words\e01\e01-035\e01-035-06-08.png,grew
Datasets\IAM_Words\words\d06\d06-046\d06-046-00-02.png,simply
Datasets\IAM_Words\words\a04\a04-103\a04-103-02-04.png,-
Datasets\IAM_Words\words\c04\c04-066\c04-066-01-04.png,.
Datasets\IAM_Words\words\c03\c03-021b\c03-021b-05-07.png,and
Datasets\IAM_Words\words\c04\c04-144\c04-144-05-02.png,V
Datasets\IAM_Words\words\c03\c03-081b\c03-081b-03-07.png,flawed
Datasets\IAM_Words\words\a03\a03-043\a03-043-07-06.png,be
Datasets\IAM_Words\words\b01\b01-127\b01-127-07-06.png,the
Datasets\IAM_Words\words\a06\a06-141\a06-141-00-01.png,-
Datasets\IAM_Words\words\a01\a01-132u\a01-132u-06-08.png,Mr.
Datasets\IAM_Words\words\e02\e02-021\e02-021-00-03.png,is
Datasets\IAM_Words\words\b06\b06-004\b06-004-01-08.png,""""
Datasets\IAM_Words\words\a05\a05-048\a05-048-07-00.png,last
Datasets\IAM_Words\words\a05\a05-013\a05-013-06-02.png,","
Datasets\IAM_Words\words\c04\c04-017\c04-017-02-02.png,and
Datasets\IAM_Words\words\c02\c02-012\c02-012-04-02.png,.
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-06-01.png,grotesque
Datasets\IAM_Words\words\e07\e07-007\e07-007-01-01.png,not
Datasets\IAM_Words\words\e02\e02-021\e02-021-05-02.png,surfaces
Datasets\IAM_Words\words\e04\e04-058\e04-058-05-06.png,from
Datasets\IAM_Words\words\e01\e01-107\e01-107-09-01.png,the
Datasets\IAM_Words\words\b01\b01-033\b01-033-01-05.png,of
Datasets\IAM_Words\words\b06\b06-023\b06-023-02-00.png,up
Datasets\IAM_Words\words\c02\c02-030\c02-030-04-05.png,smug
Datasets\IAM_Words\words\b02\b02-097\b02-097-06-03.png,campaign
Datasets\IAM_Words\words\a04\a04-010\a04-010-06-07.png,30-minute
Datasets\IAM_Words\words\c03\c03-000c\c03-000c-04-03.png,Delaney
Datasets\IAM_Words\words\d05\d05-025\d05-025-04-04.png,reign
Datasets\IAM_Words\words\b05\b05-017\b05-017-04-00.png,The
Datasets\IAM_Words\words\e06\e06-037\e06-037-08-03.png,","
Datasets\IAM_Words\words\a02\a02-106\a02-106-01-02.png,in
Datasets\IAM_Words\words\d06\d06-056\d06-056-04-04.png,to
Datasets\IAM_Words\words\d04\d04-071\d04-071-01-00.png,door
